"scenario","p","m","n_true","n_ratio","m_ratio","method","n_rep","bias","relative_bias","rmse","posterior_sd","coverage_95","stein_loss","median_runtime","mean_runtime","mean_acceptance_rate"
"p10_m200_n11",10,200,11,1.1,20,"Collapsed",1000,0.0269507315284189,0.00245006650258354,0.0818256477771909,0.0752930393044394,0.943,0.0251448084080707,0.119999999999891,0.118940000000016,NA
"p10_m200_n11",10,200,11,1.1,20,"MLE",1000,0.0147457616335352,0.00134052378486684,0.0772883469664329,NA,NA,0.0251356636486442,0,5e-04,NA
"p10_m200_n11",10,200,11,1.1,20,"RWM",1000,0.0263181754732536,0.00239256140665941,0.0875928535190307,0.0743567021569647,0.914,0.0251580756559499,0.940000000000509,0.945339999999995,0.0441220305076269
"p20_m200_n21",20,200,21,1.05,10,"Collapsed",1000,0.0407479307604415,0.00194037765525912,0.0830510167422177,0.0649508508661302,0.975,0.0501594284859579,0.140000000000327,0.140410000000014,NA
"p20_m200_n21",20,200,21,1.05,10,"MLE",1000,0.0217574742883889,0.00103607020420899,0.0684502559011594,NA,NA,0.0501560948264302,0,0.000589999999998327,NA
"p20_m200_n21",20,200,21,1.05,10,"RWM",1000,0.0399758468619616,0.0019036117553315,0.0820848808493671,0.0630725139601809,0.881,0.0501827651283576,1.15000000000055,1.16375000000001,0.0207664416104026
"p30_m200_n31",30,200,31,1.03333333333333,6.66666666666667,"Collapsed",1000,0.049403701645363,0.00159366779501171,0.100622397544625,0.0578400392246795,0.781,0.0749308897992136,0.170000000000073,0.178399999999989,NA
"p30_m200_n31",30,200,31,1.03333333333333,6.66666666666667,"MLE",1000,0.0279444895831676,0.000901435147844117,0.0660402295502195,NA,NA,0.0748987480814503,0,0.000659999999993488,NA
"p30_m200_n31",30,200,31,1.03333333333333,6.66666666666667,"RWM",1000,0.0543062804192703,0.00175181549739582,0.0873207489874215,0.0584518351175752,0.81,0.0749502724644763,1.81500000000005,1.82145,0.0134426106526632
"p3_m200_n6",3,200,6,2,66.6666666666667,"Collapsed",1000,0.0414784104595061,0.00691306840991768,0.206330197679686,0.195960981080592,0.948,0.00679170210888013,0.109999999999673,0.109149999999996,NA
"p3_m200_n6",3,200,6,2,66.6666666666667,"MLE",1000,0.0319199599328176,0.00531999332213627,0.203844396326498,NA,NA,0.00677106082903034,0,0.0004399999999996,NA
"p3_m200_n6",3,200,6,2,66.6666666666667,"RWM",1000,0.0410412680508949,0.00684021134181582,0.217377634566228,0.194519429768449,0.937,0.00682058306808134,0.830000000001746,0.84413000000002,0.151604901225306
"p5_m200_n10",5,200,10,2,40,"Collapsed",1000,0.0536184991148097,0.00536184991148097,0.214370091361114,0.205598061177548,0.939,0.00865965216674093,0.110000000000582,0.110079999999934,NA
"p5_m200_n10",5,200,10,2,40,"MLE",1000,0.0328590368802256,0.00328590368802256,0.209560945712207,NA,NA,0.00862316634134154,0,0.000349999999998545,NA
"p5_m200_n10",5,200,10,2,40,"RWM",1000,0.0553682290820422,0.00553682290820422,0.229093948618652,0.203616314849625,0.934,0.00868150509577064,0.869999999998981,0.870439999999995,0.0930487621905476
"p10_m200_n20",10,200,20,2,20,"Collapsed",1000,0.12391536462715,0.00619576823135752,0.254885939802583,0.215961886225086,0.925,0.0146024579827858,0.110000000000582,0.117760000000017,NA
"p10_m200_n20",10,200,20,2,20,"MLE",1000,0.0717467463069845,0.00358733731534923,0.232011283386617,NA,NA,0.014483864433624,0,0.000329999999996289,NA
"p10_m200_n20",10,200,20,2,20,"RWM",1000,0.125604729604717,0.00628023648023584,0.275315721517274,0.212361774436496,0.879,0.0146340569478569,0.960000000000946,0.964270000000004,0.0472165541385346
"p20_m200_n40",20,200,40,2,10,"Collapsed",1000,0.240392349772649,0.00600980874431622,0.329998133754929,0.222018713734413,0.879,0.0269091710612714,0.139999999999418,0.142279999999979,NA
"p20_m200_n40",20,200,40,2,10,"MLE",1000,0.123685440213238,0.00309213600533094,0.252466334592743,NA,NA,0.0266588340684989,0,0.000459999999995489,NA
"p20_m200_n40",20,200,40,2,10,"RWM",1000,0.246987352354438,0.00617468380886096,0.354045094564294,0.211929184494563,0.758,0.0269403228688059,1.28999999999905,1.29808999999998,0.0236481620405101
"p30_m200_n60",30,200,60,2,6.66666666666667,"Collapsed",1000,0.3698319763497,0.006163866272495,0.431338134227504,0.224275034919901,0.802,0.039595974141781,0.170000000000073,0.179819999999972,NA
"p30_m200_n60",30,200,60,2,6.66666666666667,"MLE",1000,0.188321369631153,0.00313868949385255,0.28500089953265,NA,NA,0.0391881191098105,0,0.000540000000004511,NA
"p30_m200_n60",30,200,60,2,6.66666666666667,"RWM",1000,0.37891412003301,0.00631523533388349,0.456115287635761,0.208156022010993,0.52,0.0396477730492986,2.03999999999905,2.06168999999997,0.015896224056014
"p3_m200_n12",3,200,12,4,66.6666666666667,"Collapsed",1000,0.0924563831768506,0.00770469859807088,0.440092233222074,0.446562756532532,0.956,0.0043424386058215,0.110000000000582,0.108809999999983,NA
"p3_m200_n12",3,200,12,4,66.6666666666667,"MLE",1000,0.0682890503223068,0.00569075419352557,0.434596631553913,NA,NA,0.00431368553370914,0,0.000370000000004438,NA
"p3_m200_n12",3,200,12,4,66.6666666666667,"RWM",1000,0.0992445438175705,0.00827037865146421,0.465122136882521,0.441266877176961,0.944,0.00436689176541376,0.829999999999927,0.837079999999978,0.121037259314829
"p5_m200_n20",5,200,20,4,40,"Collapsed",1000,0.168050171586644,0.00840250857933218,0.50684042793967,0.471027680305894,0.929,0.00531896473472265,0.110000000000582,0.112440000000037,NA
"p5_m200_n20",5,200,20,4,40,"MLE",1000,0.113325998716001,0.00566629993580004,0.489622125844822,NA,NA,0.00523008968644862,0,0.000309999999997672,NA
"p5_m200_n20",5,200,20,4,40,"RWM",1000,0.176916612631976,0.00884583063159878,0.557124820622212,0.459967098866345,0.898,0.00539142262750583,0.880000000001019,0.888680000000064,0.0732895723930983
"p10_m200_n40",10,200,40,4,20,"Collapsed",1000,0.300843294422681,0.00752108236056703,0.58028417709798,0.492383269206968,0.919,0.00790487032722273,0.119999999998981,0.119930000000037,NA
"p10_m200_n40",10,200,40,4,20,"MLE",1000,0.165090496530114,0.00412726241325286,0.520085424757873,NA,NA,0.0077248106638453,0,0.00043000000000211,NA
"p10_m200_n40",10,200,40,4,20,"RWM",1000,0.296270181854898,0.00740675454637246,0.642611644403447,0.466498365396161,0.848,0.00796495623734926,0.969999999999345,0.970290000000015,0.0369092273068267
"p20_m200_n80",20,200,80,4,10,"Collapsed",1000,0.636960039261977,0.00796200049077471,0.827130363189861,0.505036763507889,0.786,0.0141422428356291,0.140000000001237,0.147720000000027,NA
"p20_m200_n80",20,200,80,4,10,"MLE",1000,0.337508081771834,0.00421885102214792,0.622429770670057,NA,NA,0.0137067215647525,0,0.000360000000002401,NA
"p20_m200_n80",20,200,80,4,10,"RWM",1000,0.633367334438532,0.00791709168048165,0.902866260575146,0.446847752765841,0.63,0.0142094073994385,1.33999999999833,1.35078999999998,0.0185823955988997
"p30_m200_n120",30,200,120,4,6.66666666666667,"Collapsed",1000,0.944930686485584,0.00787442238737987,1.07917121616674,0.509374150545737,0.615,0.0206924154061682,0.180000000000291,0.181670000000026,NA
"p30_m200_n120",30,200,120,4,6.66666666666667,"MLE",1000,0.478891560737696,0.00399076300614747,0.705463406906555,NA,NA,0.0200171844653174,0,0.000449999999998909,NA
"p30_m200_n120",30,200,120,4,6.66666666666667,"RWM",1000,0.953492215453203,0.00794576846211003,1.15538014368502,0.42727491539713,0.391,0.0207843537356709,2.06999999999971,2.09231999999996,0.0124243560890223
"p3_m200_n24",3,200,24,8,66.6666666666667,"Collapsed",1000,-0.645779516442685,-0.0269074798517785,1.05580273831657,0.907549371454112,0.908,0.00469556261613046,0.110000000000582,0.112700000000001,NA
"p3_m200_n24",3,200,24,8,66.6666666666667,"MLE",1000,0.190005037410454,0.0079168765587689,0.920607622515701,NA,NA,0.00329240688040008,0,0.00031000000000131,NA
"p3_m200_n24",3,200,24,8,66.6666666666667,"RWM",1000,-0.640618085072349,-0.0266924202113479,1.12724635398548,0.871828782812642,0.873,0.00484033136043834,0.860000000000582,0.873369999999992,0.0884156039009752
"p5_m200_n40",5,200,40,8,40,"Collapsed",1000,0.305908609636905,0.00764771524092263,1.02593239632388,0.992084111013153,0.95,0.0034264012832779,0.110000000000582,0.111959999999994,NA
"p5_m200_n40",5,200,40,8,40,"MLE",1000,0.184684874518101,0.00461712186295253,0.993477521964422,NA,NA,0.00333908066618466,0,0.000290000000004511,NA
"p5_m200_n40",5,200,40,8,40,"RWM",1000,0.329333729236882,0.00823334323092204,1.17623844566136,0.924352768020479,0.889,0.00354703075926394,0.8700000000008,0.877980000000032,0.0544641160290073
"p10_m200_n80",10,200,80,8,20,"Collapsed",1000,0.725586552249818,0.00906983190312272,1.27481061310529,1.03827328364685,0.911,0.00460463019825013,0.1200000000008,0.121960000000005,NA
"p10_m200_n80",10,200,80,8,20,"MLE",1000,0.42747099000305,0.00534338737503812,1.12594330764056,NA,NA,0.00435517012295706,0,0.000440000000004147,NA
"p10_m200_n80",10,200,80,8,20,"RWM",1000,0.740411113647582,0.00925513892059478,1.4588841606781,0.888969710459987,0.742,0.00474542236841223,0.970000000001164,0.984760000000002,0.0272288072018004
"p20_m200_n160",20,200,160,8,10,"Collapsed",1000,1.4417548364275,0.00901096772767188,1.81098648805228,1.06322375929423,0.738,0.00784217766108464,0.139999999999418,0.141339999999977,NA
"p20_m200_n160",20,200,160,8,10,"MLE",1000,0.774976634150572,0.00484360396344108,1.33627135488899,NA,NA,0.00727967592094156,0,0.000509999999998399,NA
"p20_m200_n160",20,200,160,8,10,"RWM",1000,1.40977006424026,0.00881106290150161,1.97526963070982,0.782554289697273,0.482,0.00794295452619161,1.28000000000065,1.29127999999998,0.0136541635408852
"p30_m200_n240",30,200,240,8,6.66666666666667,"Collapsed",1000,2.127819875367,0.00886591614736251,2.39724507408245,1.07180460854141,0.575,0.0110936731045781,0.170000000000073,0.173429999999991,NA
"p30_m200_n240",30,200,240,8,6.66666666666667,"MLE",1000,1.11610605181825,0.00465044188257604,1.54891279147444,NA,NA,0.0102721506433414,0,0.000580000000005384,NA
"p30_m200_n240",30,200,240,8,6.66666666666667,"RWM",1000,1.92568211814238,0.00802367549225993,2.40241038585586,0.693285473022821,0.288,0.0110645376387046,2.02000000000044,2.02212000000002,0.00903825956489122
